PWM1,PWM2,PWM3,PWM4,Thrust
216.3459228,197.5332339,201.5359336,178.1201399,3.56580383
217.7928624,194.986197,204.3424831,174.7119279,3.542131194
219.4237985,192.5377704,207.1982123,171.6382667,3.525875244
220.2809,191.1852693,208.9259965,170.0614888,3.517808891
219.5580383,191.4204167,208.6213157,170.5448991,3.513205855
217.0732894,192.9680895,206.1336363,172.7636742,3.504437191
213.955862,195.3696816,202.6872037,176.0639551,3.493424615
211.3787069,197.5036026,199.6134939,179.1137929,3.478334892
210.0969767,198.1984056,197.8269186,180.5836356,3.456174417
210.5519459,197.1843215,197.854874,180.1078416,3.431716357
212.6087314,195.0990877,199.5718612,178.3114752,3.413851179
215.3276682,192.8217712,202.0156315,176.1515757,3.405900342
217.2975567,190.8984701,203.7630581,174.3056596,3.401866875
218.1303162,190.0835544,204.3998452,173.5883157,3.403173017
217.8451274,190.4240816,203.9731123,174.083626,3.40674575
216.8055781,191.4128783,202.9192547,175.3054086,3.407833434
215.2419079,192.13019,201.5604606,176.3724628,3.399080088
214.1293159,192.6058188,200.8620806,177.2907343,3.390151718
213.7283552,192.7808357,201.0128024,178.0121379,3.385828672
213.8136214,192.6509806,201.6335405,178.5334243,3.387387305
214.0063338,192.2890718,202.1399887,178.8784289,3.393879886
214.3878977,192.1222266,202.415057,179.3460482,3.409029754
214.7911165,192.1707166,202.2362614,179.8418509,3.429454487
214.8443173,192.1464445,201.3589681,180.0126624,3.447065207
214.6295559,192.1671473,200.1024207,179.9417112,3.461719169
214.3697098,192.5079358,198.9659756,179.9456752,3.476732541
214.1004379,193.2417442,198.2009251,180.2173722,3.49228247
213.5026616,193.9754647,197.567895,180.528553,3.500831792
213.0470574,194.8568623,197.3942274,181.0939735,3.505671791
212.9428632,195.6692012,197.6704884,181.7264405,3.505285153
213.1852795,196.0516654,198.2094991,182.0409352,3.497182988
213.4119686,195.5486841,198.6085742,181.5303963,3.477979508
213.9211843,194.6096666,199.2127184,180.5237321,3.460182249
214.5567486,193.50939,200.0222634,179.2321067,3.450941536
214.9601059,192.4058042,200.8229727,177.8108264,3.451872622
214.956986,191.5007086,201.4571851,176.4967941,3.461911162
214.8568327,191.1908115,202.0845164,175.7260114,3.481353374
214.7427251,191.4092857,202.5862069,175.5174808,3.50229047
214.3996781,191.6578552,202.5983315,175.4880732,3.511654497
214.0753426,191.855942,202.3019707,175.5961807,3.507858583
213.9802713,192.0285188,201.9754726,175.8433865,3.494647592
214.072269,192.1804626,201.7410819,176.1585096,3.476849768
213.8401189,192.0735849,201.2684326,176.214372,3.454022304
213.6291583,192.2610079,200.9599971,176.399606,3.438308634
213.4781438,192.8953918,200.8307434,176.8000958,3.432975995
213.346371,193.8007081,200.7649842,177.293399,3.43523383
213.0883539,194.4596302,200.5588619,177.5309032,3.437150532
213.217394,194.882175,200.6790903,177.6839803,3.441176408
213.798324,194.8251818,201.2313185,177.6576477,3.444715795
214.5113486,194.0648419,201.9866659,177.2759594,3.443004388
215.1145463,192.8329631,202.7643795,176.663147,3.436228351
215.6299847,191.794465,203.5678326,176.2645542,3.43063993
215.8840674,191.3401693,204.1522831,176.2824875,3.42853822
215.5153781,191.322852,204.0668218,176.5105275,3.426219303
214.9031113,191.8128947,203.575596,177.055782,3.428330524
214.4302067,192.5987626,203.0161568,177.8445264,3.437356152
214.2717098,193.2941266,202.6183807,178.6387727,3.452213808
214.010895,193.2733438,202.1183849,178.8988179,3.463921619
214.0051933,193.0072491,201.9669546,178.9879466,3.478213978
214.0943295,192.7849455,202.0469004,179.0359812,3.494202491
214.0049598,192.8076935,202.0137512,179.1118202,3.5091392
213.529078,193.0762309,201.4896976,179.1963195,3.519601125
213.1914113,193.8628958,200.7788847,179.632212,3.531543453
213.2443703,194.9020548,200.0383384,180.3203608,3.544899182
213.6132807,195.5983927,199.3015296,180.8230985,3.554518355
214.3449628,195.7305197,198.8764049,180.9383985,3.559760294
215.4788215,195.5167765,199.1120181,180.7418973,3.563825137
216.6631145,195.2322093,199.8801701,180.2945924,3.567129728
217.1701528,194.963599,200.4771289,179.5180869,3.565252613
217.0948568,195.3341888,200.7545348,178.9462659,3.565340605
216.6365658,196.5317221,200.5900524,178.8522866,3.571242933
216.0924714,198.2170373,200.0729732,179.1258909,3.58232139
215.520996,199.4371125,199.3185132,179.1155289,3.589729873
215.7154323,199.9582304,199.362668,178.7905168,3.596960679
216.7440404,199.4468514,200.6227105,177.9455393,3.600902793
218.1114539,197.8926234,202.8153277,176.5933075,3.597338289
219.078019,195.7773288,205.102092,175.1384996,3.585211288
219.3933977,194.2395623,206.7983731,174.5453844,3.574073059
218.8047448,193.9307568,207.1179056,175.2839052,3.568824068
217.2615616,194.6932396,205.6454034,177.0339269,3.567815441
215.5469084,196.093835,203.1273502,179.1985166,3.572498072
214.6962764,197.4266692,200.9298805,180.9605651,3.582918093
215.243892,197.8841195,200.1413095,181.503896,3.593737417
216.727211,196.8244234,200.8232989,180.3000386,3.593526647
218.8235984,194.9717337,202.8558989,178.1975182,3.585778574
220.6485226,193.2884788,205.2232889,176.3157695,3.573361436
221.3367925,192.5887538,206.6899688,175.5892629,3.559259418
220.3380969,192.9745984,206.3082281,176.1707161,3.542862582
218.5473161,194.547422,204.6734086,178.0627038,3.53435579
216.8768082,196.5415727,202.6658624,180.3808147,3.534686964
215.9552604,197.924279,201.1097441,181.9973719,3.538430848
216.031923,198.1252978,200.5427373,182.296832,3.540226335
217.1323224,197.4869467,201.218466,181.6197386,3.541269349
218.5730044,196.5103473,202.5828776,180.5363139,3.539653077
219.3450348,195.4832747,203.6429096,179.4301246,3.530544367
219.2837586,194.8800648,204.1264189,178.7993488,3.519055044
218.7109038,194.8380132,204.2016261,178.7466272,3.511815373
218.0409742,195.1094922,204.1400519,178.9611111,3.5121463
217.2327278,195.0938997,203.8104524,178.8080511,3.514860758
216.821108,195.1474764,203.6596385,178.5904292,3.526285596
216.7258914,195.4666582,203.5998327,178.540367,3.544750666
216.6313881,196.0658807,203.3803817,178.7818867,3.56454346
216.1904796,196.5892017,202.7761511,179.1116593,3.577180526
215.9361502,197.0581798,202.4177019,179.6367547,3.586868934
216.1014784,197.1382807,202.6231466,180.0678307,3.594290046
216.5140736,196.5332305,203.2453061,180.0804495,3.598572752
216.907919,195.539539,203.9397409,179.8465355,3.603348734
217.1107768,195.0131102,204.3776308,180.033249,3.616229459
216.7680111,195.4909107,204.0635895,181.0235324,3.637280497
215.5604813,196.7471852,202.6201284,182.5352565,3.656979632
214.2265397,198.5019221,200.7812995,184.2721421,3.672870748
213.6774384,200.038716,199.5587197,185.5876682,3.68148809
214.4682927,200.5862021,199.6837753,185.8344341,3.67983568
216.1320426,199.4873717,200.9021744,184.505388,3.662194621
218.4931414,197.6062609,203.1354689,182.4910646,3.642398247
220.6056379,195.8151413,205.4724344,180.6703243,3.628068894
221.5661696,194.7722771,206.947195,179.666449,3.621812872
221.0201904,194.5698366,207.0585342,179.5103178,3.62017247
219.889507,195.2056606,206.498642,180.0972124,3.624591737
219.0709302,196.0206163,205.9656293,180.7227586,3.628477857
218.9767867,196.2183264,205.7617752,180.6099931,3.622091897
219.7209807,195.730103,205.9836103,179.7335845,3.604895499
221.0364843,195.1403344,206.4592489,178.7415135,3.584622154
222.1945228,194.9567535,206.6730674,178.2352008,3.567815143
222.3525052,195.0867069,206.0621312,178.2295524,3.554310472
221.8893633,195.5711967,205.2121948,178.7857745,3.551693585
221.4286093,195.9890743,204.8663834,179.4667112,3.560440602
221.4272038,195.8656936,205.4715092,179.7429481,3.57512125
221.5675173,194.8628465,206.5863409,179.2079644,3.583641661
221.8709471,193.9260102,207.9672846,178.6525574,3.589484011
221.7179335,193.7990878,208.7528847,178.702408,3.592070179
220.5773617,194.72643,208.2594562,179.534472,3.590243602
218.5592366,196.2990096,206.5687163,180.7412947,3.584263414
216.8206874,197.9777954,204.9013453,181.8445881,3.582132955
216.2536857,198.8385291,204.3084275,182.0937904,3.585303412
216.9178472,198.1903562,205.0194855,181.0382335,3.588885073
218.4529282,196.5197026,206.7389623,179.3394153,3.593818704
220.0293171,195.0428217,208.5817206,178.2534162,3.603100104
220.638561,194.788876,209.4029225,178.6799137,3.616200647
219.5510428,195.7776391,208.3276197,180.3728342,3.625498307
217.7126488,197.8341116,206.1541927,182.7694975,3.635681784
216.3712528,199.9449885,204.1025612,184.5871884,3.64665535
216.4465219,201.0158024,203.1973234,184.7142348,3.655479116
217.7715618,200.4006039,203.4874544,182.7942627,3.655163513
219.9895351,199.003451,204.8260736,180.1734944,3.652474966
221.8316269,197.862976,206.1393229,178.3759272,3.648656957
222.0864474,197.6375945,206.3218829,178.3595192,3.642159329
220.5576545,198.3535474,205.1448658,180.108674,3.633586094
218.4335349,199.5963089,203.6215976,182.8221422,3.62989809
217.083222,200.3120906,202.8977056,184.9334985,3.632005637
217.229676,199.4647086,203.501829,184.999485,3.634037776
219.161165,197.2709792,205.5770956,183.0604372,3.63717911
222.2015944,194.783251,208.4268581,180.2926923,3.642338062
224.9807613,193.2307434,210.7961586,178.2518494,3.64751454
225.9327702,193.1272501,211.3378271,177.804116,3.644662349
225.1503591,194.9104462,210.3193993,179.5284402,3.641293413
223.2682327,197.807181,208.5085483,182.6053989,3.640034559
221.2818839,200.4189602,206.9280941,185.4537799,3.640917372
219.9234614,201.3621392,206.2222122,186.4980753,3.640124957
219.9960812,200.5683956,206.9815332,185.5349768,3.643181942
221.1825477,198.5274004,208.6755313,183.0780309,3.647719084
222.4368871,196.154767,210.1099075,180.1774588,3.646772849
222.928818,194.6490393,210.3972072,178.1740311,3.637708033
222.5769121,194.9973383,209.5097858,178.1524853,3.625076253
221.6559028,197.1187813,207.8991964,180.1094293,3.611805887
220.5619325,199.8483776,206.2035926,182.9513485,3.597442856
220.3380857,202.1997904,205.6379576,185.6917479,3.591982584
221.5532292,203.377918,206.8510407,187.4816282,3.603258865
223.9449414,203.182846,209.5382777,187.9817533,3.633715467
226.1920562,201.8576898,212.2480172,187.2308989,3.674407226
227.6804008,200.965653,214.1441236,186.5122013,3.727153267
227.6517767,201.5003303,214.3232437,186.6815656,3.782711858
225.9263554,203.5285569,212.5921012,187.9016071,3.827654453
223.0697977,206.0588503,209.6412548,189.5139087,3.848902746
220.693575,207.9809466,207.2513878,190.8181709,3.847503973
219.9057464,208.001536,206.6910932,190.8562668,3.82561811
220.8022408,205.4975573,208.1079581,189.0651764,3.787752435
222.8223217,201.3511722,210.8179763,186.0162415,3.747445146
224.9426795,197.5034059,213.5510835,183.1098337,3.720899949
225.9025837,195.6664035,214.8100834,181.5795944,3.714795664
224.7672058,196.2747264,213.5575228,181.7062537,3.721389565
222.273225,198.9900414,210.5617645,183.3590695,3.736614435
219.7469042,202.2439582,207.3396622,185.49365,3.750233886
218.4369561,204.1497398,205.3937913,186.798465,3.751707148
218.6024881,203.3139535,205.1997814,186.2372511,3.731470179
220.3674767,200.4057141,206.9199163,184.3955763,3.701732923
222.6451589,196.7930039,209.4102219,182.2633306,3.672578254
224.0125088,193.9560065,211.1369281,180.8367968,3.650807135
223.5929546,192.7952552,211.1204303,180.6560133,3.638732458
221.8451831,193.5821973,209.7443062,181.8782623,3.639919169
219.6088858,195.384475,207.8441309,183.7380863,3.647400743
217.6047291,196.7407607,206.1649117,185.0702881,3.648247076
216.5815724,196.9672253,205.4250751,185.397071,3.639010095
216.7420241,196.2567751,205.7551908,184.9400707,3.622946531
217.5345122,195.2458822,206.5434285,184.209528,3.604007695
217.8770068,194.3575787,206.7161701,183.4562504,3.581200296
217.704041,194.3531161,206.2519207,183.2811517,3.56464245
217.1299882,195.1804432,205.389659,183.623818,3.556940653
216.456484,196.2152566,204.5696501,183.9906903,3.555132923
215.7929982,196.5451609,203.9901971,183.6766067,3.550676752
215.7834704,196.2374749,204.248026,182.8824797,3.547913746
216.3300635,195.4361492,205.137138,181.8353077,3.546012166
216.8694819,194.4068905,205.9728505,180.8138137,3.541989757
216.926577,193.5572009,206.1874358,180.1716288,3.535299276
216.6039225,193.4190957,205.8382306,180.3390331,3.531384129
215.9940939,193.8995787,205.060567,181.1543489,3.529753024
215.0992637,194.3322374,203.952383,181.9194315,3.523891771
214.4677184,194.4388301,203.1181371,182.3001555,3.515546215
214.496638,194.139605,202.9775988,182.1570472,3.507909801
215.0939614,193.5204999,203.439241,181.5209412,3.502769168
215.4663583,192.5935002,203.718309,180.3806924,3.496130439
215.5818153,192.229741,203.7424726,179.5742149,3.49790756
215.2020259,192.7556331,203.2671427,179.4956147,3.509666657
214.2913454,193.9111688,202.271622,180.0502434,3.527037993
213.0275014,194.8526592,200.9639445,180.6218447,3.54027106
212.415477,195.1811495,200.3394621,180.9792614,3.550138477
212.8836385,194.407845,200.8379155,180.711719,3.553306354
214.1166083,192.4409607,202.1672508,179.6382875,3.54692441
215.4722432,190.0398022,203.6889213,178.2481936,3.53611242
216.3419481,188.5540928,204.7583067,177.5437577,3.532447742
216.0538553,188.8224453,204.6579325,178.1239939,3.540245297
214.2197584,190.589111,202.9563972,179.729334,3.552051014
211.7589559,193.2326434,200.491063,181.9340077,3.564316553
209.9202934,195.5390089,198.4564303,183.8648199,3.569752564
209.6127189,196.3341236,197.7682119,184.6532088,3.561448687
210.5936346,194.8680538,198.2855607,183.6737659,3.532391954
212.6939891,192.2451309,199.9499605,181.8446505,3.498927363
214.7396651,189.8190092,201.7600009,180.1984555,3.473584253
215.475011,188.7201013,202.6243507,179.5676834,3.46359619
214.2397548,189.263265,201.970865,180.140799,3.467355177
211.8367606,191.2977792,200.5291995,181.8126271,3.484518816
209.3487481,193.7060643,199.1783383,183.6487385,3.504385054
207.6439267,195.1491776,198.4850723,184.4759002,3.513537284
207.3830628,195.1836914,198.7745452,183.8678902,3.510237059
208.6724719,194.3675625,199.9103301,182.2702516,3.503601875
210.782097,193.5608539,201.1396606,180.4403671,3.502447731
212.4600092,193.2347508,201.4511864,178.9003334,3.507380597
213.421225,193.9139867,200.936453,178.3952011,3.52352536
213.7210431,195.308606,200.0649691,178.9897283,3.546355065
213.6596776,196.6126707,199.4246485,180.1851775,3.56536133
213.2900702,196.8131963,199.1343052,181.0604814,3.566154203
213.3236828,196.1205721,199.6840788,181.5918096,3.554124006
213.7555231,194.8824396,200.7412615,181.724165,3.534165072
214.191412,193.5375585,201.6265398,181.5061249,3.511649376
214.2515272,192.4396786,201.8344692,181.0850083,3.491479201
214.1966319,192.0418036,201.663549,180.943664,3.482540425
214.136916,192.1858453,201.3938095,181.1502726,3.483760755
213.9557474,192.3293995,201.0836521,181.4161614,3.486333271
213.8745398,192.3937775,200.9925506,181.7591747,3.487951346
214.1126031,192.6031796,201.2363655,182.3173363,3.490503635
214.5814201,193.092628,201.5728004,183.0521106,3.494939717
214.7791752,193.558354,201.4176208,183.5444568,3.496938909
215.0183667,194.1891277,201.0883774,183.9725156,3.504224792
215.4063228,194.785685,200.8411321,184.2878709,3.518703664
215.8828364,195.015436,200.8243872,184.361812,3.537948492
216.0534354,194.4951402,200.8125805,183.9394452,3.554142568
216.2121818,193.7860096,201.0996396,183.501283,3.572044086
216.2468198,193.2476415,201.4764187,183.206602,3.590289157
215.9055991,193.0014536,201.5582387,182.9561503,3.604397898
215.1755656,193.0455553,201.2349273,182.616783,3.612065026
214.5431106,193.4772541,200.9671668,182.2960321,3.61807465
214.2054919,193.9787127,201.0180913,181.8555292,3.622761169
213.9281977,193.9654729,201.2493986,180.9809391,3.621324986
213.8396681,193.4901778,201.795013,179.9392819,3.617558979
214.0198159,192.8517723,202.6451132,179.149506,3.615661275
214.3472632,192.2965287,203.5364854,178.8883369,3.615734728
214.2982579,191.6349494,203.8414634,178.9485559,3.609090054
214.3355839,191.3107823,203.9062371,179.6677533,3.601195595
214.6153567,191.3019726,203.8733393,180.9014536,3.592398575
215.0948411,191.3652879,203.7697134,182.2594927,3.581823387
215.4350301,191.1262842,203.3911101,183.2076824,3.566940539
215.904774,190.939549,203.094748,183.9130992,3.55771043
216.3473026,190.9039652,202.8441407,184.373957,3.556780915
216.3858352,190.9028425,202.4111765,184.5032602,3.560046799
215.964644,190.9430155,201.8650416,184.4353085,3.564062854
215.5242266,191.2436163,201.6708604,184.5410231,3.569736009
215.3502277,191.7384514,202.0461862,184.8815928,3.574416807
215.3678166,192.0566307,202.7610734,185.1259377,3.571952408
215.9663395,192.4275993,203.9327757,185.3843845,3.568928791
217.2519219,193.067191,205.4280204,185.7129829,3.572151897
218.9356037,194.0248346,206.8744521,186.0724873,3.584273498
220.1268377,194.8494454,207.5314354,186.0892887,3.596619552
220.9279231,195.8504863,207.7390949,186.2525916,3.612871068
221.2097078,196.8872418,207.660747,186.6988944,3.627736063
220.9802976,197.7103726,207.4817747,187.4063414,3.634679727
220.3978706,198.096494,207.3283269,188.2067836,3.629522075
220.2425577,198.4584829,207.7261848,189.3117383,3.622186216
220.7348657,198.9279445,208.6023519,190.5070945,3.619011382
221.4600539,199.3288837,209.3677647,191.2590034,3.620700812
221.9887832,199.6394927,209.6118463,191.2971946,3.629187228
222.0418395,199.9441218,209.2630934,190.6657427,3.645964122
221.363749,200.1167417,208.36289,189.4360427,3.66632699
219.8292681,199.8113103,207.0085241,187.619556,3.680212146
218.4850974,199.4542839,206.2118319,185.9694398,3.69213571
218.4379982,199.4520844,206.8296278,185.1085511,3.708041342
