PWM1,PWM2,PWM3,PWM4,Thrust
221.9487489,195.517894,197.3942419,176.817301,3.545292045
221.7382939,195.8349468,196.921619,177.8952157,3.55584729
220.6859953,195.501067,196.5230965,178.9893154,3.565299942
219.3207108,194.7710856,196.8727724,180.2508703,3.577980628
217.9057097,193.5875862,198.0750245,181.4074814,3.589990723
216.6030948,191.895318,199.7728921,182.0997528,3.59468309
215.5713684,189.8779931,201.3450922,182.1603697,3.587715008
215.3766482,188.3102247,202.4929056,181.9845567,3.575784796
216.1169489,187.6222162,202.7820245,181.7298397,3.562721724
217.4304266,187.7366306,201.8799464,181.2099385,3.548573923
219.2344602,188.6001251,200.2370754,180.4179058,3.539463475
221.4700986,190.0118368,198.6454732,179.3824806,3.541583579
223.7998935,191.5091512,197.6439131,178.0582343,3.554997809
225.4741183,192.3977348,197.0842144,176.3045712,3.570689696
226.5948848,192.9152617,197.0893931,174.8439967,3.591031738
227.1321144,193.2707553,197.2533437,174.2433838,3.613657074
227.0666201,193.5946707,197.0242149,174.7517468,3.634178388
226.2707125,193.6927358,195.8941247,176.0250983,3.645010485
225.4890824,193.8993141,194.4535225,177.9392678,3.652301864
225.0300701,194.0881929,193.2115476,179.8196466,3.65613693
224.8517323,193.9604078,192.4952738,180.8905301,3.65320269
224.8456732,193.4676321,192.4774984,180.8100046,3.642188621
225.1514443,193.1109526,193.301267,179.9921974,3.628551837
225.5467224,193.2050906,194.5118784,178.9208435,3.613525844
225.5328831,193.6875858,195.2674753,177.8795319,3.594114517
225.2339838,194.7344134,195.3430211,177.3769128,3.576546434
224.9223258,196.2987432,194.8548784,177.6379685,3.567547202
224.7355629,198.0029297,194.0535162,178.474262,3.569701698
224.3343034,199.0871173,192.955924,179.2441334,3.576418437
224.1464963,199.7297632,192.2774204,180.0708814,3.593046546
224.1353668,200.0186244,192.1986722,180.935786,3.617174978
224.0611271,200.0871009,192.5184229,181.8057717,3.643037401
223.5614548,199.9808067,192.7410952,182.5166542,3.662571784
223.0539605,200.2859029,192.9394436,183.3763119,3.680050372
222.6928519,201.0817671,192.9631605,184.2573152,3.694854495
222.4540125,202.0422874,192.6191229,184.7491006,3.703267806
222.5166976,202.8927992,192.0552671,184.6222277,3.705158569
223.2781981,203.5932088,191.7398616,184.011214,3.705017989
224.7046135,203.9345431,191.8293675,183.013132,3.702865238
226.2428678,203.5374474,192.0211903,181.6053575,3.693461418
227.8055881,202.7143487,192.3760407,180.3281921,3.681693032
229.1973703,201.8355379,192.8049566,179.6214581,3.671920827
230.1388325,201.1575363,193.1193278,179.6293546,3.666182284
230.064679,200.4605327,192.8784573,179.8945369,3.658795624
229.5194324,200.2116168,192.6405039,180.5318678,3.658041193
228.7276195,200.3204202,192.6424268,181.187843,3.663315831
227.7863832,200.4504486,192.9327693,181.4303364,3.67013348
226.6672069,200.1881142,193.354088,180.9399637,3.672257814
225.8372409,199.7260772,194.1170863,180.0915127,3.673086318
225.3523433,199.0942878,195.0467206,179.1107445,3.671204975
224.9665521,198.22087,195.7848753,178.0237699,3.661951957
224.7225026,197.3932647,196.3887153,177.0362327,3.646579722
224.8067023,197.114603,197.2078401,176.4388227,3.630251608
225.0341649,197.6320346,198.3353281,176.2688181,3.614303908
224.7277419,198.7434165,199.3553509,176.2491791,3.593827551
223.8984628,200.6501259,200.2866002,176.6556416,3.575070933
222.5808847,203.1551135,200.9406209,177.5676413,3.561724408
221.0149372,205.6828584,201.1152542,178.784231,3.555216763
219.4441015,207.2275003,200.5349351,179.6468923,3.55129704
219.0530569,207.6517646,199.882327,180.1602464,3.559208655
220.2685617,206.7983488,199.4367934,180.1465944,3.579631961
222.6631087,204.839766,199.0422335,179.6229966,3.607908544
225.1413168,202.3855108,198.2081145,178.9745221,3.637226181
226.7660985,200.5970138,196.6998003,179.1124774,3.666606066
226.5745179,200.05223,194.1792468,180.4260158,3.689021153
224.1706795,200.4621586,190.5701965,182.4957735,3.693767451
220.5762478,201.2811171,186.7572136,184.6376461,3.679440409
217.5378508,201.7645791,184.0523965,185.990584,3.650289816
216.4374606,201.1759221,183.3714585,185.766327,3.6108706
217.3879845,199.0377215,184.5791383,183.5435943,3.561773688
220.1119318,196.2891629,187.3547881,180.3437937,3.516669232
223.2314465,194.0505471,190.5596668,177.4602561,3.483187322
225.1384135,193.1772438,192.9012708,175.9533694,3.463107624
224.6657611,193.6841179,193.4045249,176.0240323,3.450379576
222.4727773,195.5015045,192.5811045,177.6540758,3.448818884
219.6372458,197.6704817,191.2044261,179.8830657,3.454505168
217.199211,199.0293169,189.9855558,181.5042131,3.460705667
215.8351271,199.009118,189.3833729,181.8708461,3.464434626
215.8241171,198.0752827,189.6624145,181.3625627,3.470739251
216.5505484,196.896519,190.4175361,180.6205294,3.480110547
216.9901208,195.8937387,190.9172939,180.0920679,3.486903032
217.0123871,195.5778887,191.173823,180.2933181,3.492523234
217.0126128,195.9690271,191.608174,181.2667156,3.498132426
217.4496949,196.5750907,192.649174,182.5620921,3.502457438
218.1769302,196.5175822,194.1747425,183.3616092,3.498912279
219.4468273,195.9853121,196.4473027,183.8240472,3.497168895
220.7104945,195.1937748,199.0418159,184.1170106,3.501715034
221.1719302,194.3999788,201.2597337,184.4008322,3.513237649
220.1988922,193.6424053,202.4192166,184.5720089,3.526880987
218.3827352,193.3529081,202.8136297,184.853898,3.546145028
216.3410927,193.4219912,202.6941765,184.9941698,3.566278221
214.4985883,193.480219,202.1676241,184.5859754,3.578517527
213.1938886,193.4575339,201.3843285,183.6249604,3.579424397
212.6367336,193.6844981,200.5493969,182.6161374,3.573257576
212.4972261,194.2502804,199.5062315,181.9243966,3.561817291
212.1401961,194.7746117,197.8669496,181.4724118,3.541936862
211.7599774,195.2166327,196.0036825,181.381992,3.51960272
211.6978912,195.3911656,194.4206953,181.5062651,3.498974396
212.143088,195.131614,193.499126,181.575025,3.481487976
212.6158833,194.2052668,193.0185956,181.1588888,3.46184146
213.2718587,193.5292509,193.2960978,180.8508776,3.450700741
213.7049232,193.6366769,193.9858565,180.948368,3.451154678
213.5457145,194.6138333,194.5433243,181.4292353,3.462015399
212.766173,195.9885688,194.5215289,181.868284,3.478141184
212.2674124,197.4021752,194.2826441,182.0724696,3.500997998
212.6243869,198.123475,194.1101386,181.6089748,3.524536043
213.7896595,197.5446287,194.1078487,180.2066884,3.538846063
215.4548306,195.9390966,194.5145352,178.3799353,3.541733679
217.0807279,194.2681518,195.5437899,177.1640426,3.538113283
217.8624863,193.3895006,197.0022107,177.3115217,3.532063408
217.054197,193.4842543,198.2725457,178.7518686,3.522989099
215.2410486,194.7130596,199.3800427,181.273334,3.520444392
213.3470539,196.5332678,200.318875,184.0225261,3.529028885
212.2293312,198.0636146,201.0555242,185.9690585,3.547816583
212.0227285,198.3617409,201.295541,186.2341363,3.567554349
213.1140831,197.7721356,201.5387486,185.3211084,3.591521427
214.9639302,196.7806624,201.9017575,183.9557966,3.616266011
216.7020365,195.9463537,202.3197761,182.8849319,3.636401037
217.7151721,195.7097338,202.7217637,182.6026298,3.648418153
218.286089,196.5414038,203.4384158,183.4874977,3.658285225
218.7033714,198.1550118,204.4412298,185.1456401,3.6678781
219.0015754,199.7131951,205.3320055,186.7022514,3.674597307
219.3912763,200.7222872,205.9843532,187.7049892,3.681496635
219.8811076,201.0193933,206.3532421,188.1041189,3.691835251
220.0558594,200.5963281,206.2407513,188.0047589,3.70337545
219.1389339,199.3772165,205.1870232,187.3536303,3.705803951
217.3925617,198.0889997,203.5916828,186.7257958,3.700913518
215.1671036,197.1421855,201.7627721,186.2955588,3.687793797
212.906722,196.5814903,199.9563012,185.891723,3.665779365
210.8193601,195.978078,198.1826401,185.009322,3.632920181
209.6846009,195.4634932,197.0784279,183.8642843,3.601717686
209.5412689,194.8678319,196.718864,182.5446859,3.577775314
209.8880601,194.0212854,196.7689333,181.1991093,3.560658548
210.1788315,193.0625826,196.8556182,180.1933571,3.548401972
210.3622608,192.562433,196.9827177,180.1263685,3.543142942
210.3838189,192.6708592,197.0479268,181.0013145,3.541361798
210.1851675,192.9421468,196.8874324,182.1209639,3.535331713
210.3497534,193.1053294,196.9502833,182.9318248,3.527798337
211.3392515,192.8965586,197.6680567,182.9963693,3.5240413
212.9987269,192.1948411,199.0127114,182.1927948,3.526436972
214.2673702,190.9714828,200.1785877,180.6562285,3.528489239
214.718924,190.2971341,200.9054445,179.6430588,3.53547165
213.8642908,190.819766,200.7471525,179.9783554,3.545454124
211.7842058,192.4650334,199.6101941,181.6702567,3.554128002
209.1981402,194.2499624,197.860403,183.6980238,3.556114129
207.8965116,195.3441623,196.8595886,185.0615909,3.559686706
208.9350366,194.8094336,197.4478095,184.6582106,3.567975834
212.0790082,192.3878802,199.5257605,182.1334639,3.578881127
216.083549,189.1173938,202.2835087,178.5132749,3.59074893
219.3187303,186.9565774,204.632449,175.8302363,3.603988515
220.2142666,187.3021484,205.4117563,175.634473,3.612947
218.1083262,190.0213444,204.00435,177.9677237,3.607085276
214.4349534,194.0495503,201.4023331,181.8433397,3.588720499
211.4789604,197.3972786,199.186182,185.2699781,3.563158459
211.1117966,198.2335452,198.6186681,186.3640256,3.536199677
213.4274685,195.6830236,199.6380035,184.2147727,3.507085986
217.7972332,191.3735514,201.9363317,180.3800434,3.489068422
222.1232253,187.5406341,204.1843282,177.0957137,3.484951303
224.3453022,186.0535254,205.1706078,176.2608959,3.491770117
223.6065194,187.4107284,204.5741477,178.3858632,3.503199757
221.1978591,191.0193659,203.6346653,182.8105877,3.521614671
218.9813856,195.0127418,203.6352328,187.5520946,3.543818961
218.3100072,197.4834535,205.0633852,190.5512485,3.563124237
219.6548694,197.9376671,207.580072,191.1566948,3.579353803
222.3448734,197.3455054,210.0967736,190.2536242,3.597154325
224.8014647,197.057449,211.1684541,189.236952,3.618142741
225.4616198,197.6788512,209.828263,188.8856293,3.638014999
224.5296752,199.3405429,207.0214241,189.5562933,3.663433764
223.1059356,201.0652691,204.4605602,190.5072922,3.696762302
222.448282,201.5724684,203.6506112,190.6174054,3.735404519
222.863154,200.0226324,204.7310796,189.0788558,3.76848402
224.4156534,197.4658853,207.2779684,186.8192255,3.798270494
225.9578172,195.3405106,209.6450577,185.0968039,3.820552247
226.1635893,194.7735609,210.2279166,184.8632654,3.830168188
224.5214338,195.9323322,208.5594553,186.1725252,3.825246939
222.0448777,198.2235887,205.9459558,188.4134907,3.81491782
220.0378215,200.1409683,204.0619416,190.1590241,3.804233879
219.2768173,200.255038,203.8933071,190.0932836,3.792603527
220.0063057,198.5625897,205.5693921,188.2851079,3.783776952
221.566546,196.2991704,208.0550221,185.9849531,3.7809602
222.6066779,195.0139118,209.5571162,184.6977542,3.781886508
221.724873,195.4757553,208.3893733,185.1113632,3.776912304
219.2097445,198.0143061,204.8135798,187.4373785,3.769731058
216.0625077,201.6299832,200.0892512,190.5841989,3.761075033
213.5622177,204.7085195,195.8756625,192.8814316,3.750132103
212.4172323,205.776138,193.1919835,192.8539326,3.732076933
213.2513401,204.9254462,192.7839258,190.6453513,3.714539691
215.4377297,202.8019492,194.0202331,187.0691875,3.697984728
217.6947339,200.2769476,195.6014193,183.2737121,3.678883549
218.9986668,198.1031418,196.5816564,180.3388268,3.655612399
219.2656433,196.7660149,197.0962238,179.037245,3.633571904
218.7231232,195.9275828,197.6445022,179.1951164,3.613671652
217.6304943,194.7718561,198.6209539,179.9514178,3.591822579
216.6872587,193.1535454,200.5632883,180.8625447,3.572170626
216.3043306,191.3879566,203.4365784,181.79278,3.559471347
216.3563212,189.9755446,206.5090978,182.7788667,3.555597567
216.107293,189.0888599,208.4892917,183.6662879,3.555404081
215.6956822,189.3162048,209.2015519,184.9105619,3.567011352
215.1017371,190.4807834,208.6954154,186.4519637,3.591381854
214.3873514,191.9001451,207.4038317,187.889833,3.624682146
213.596044,192.6606342,205.8579546,188.6311831,3.658058695
213.3852963,192.6365451,205.1346333,188.7713925,3.692411961
213.8552121,191.7689078,205.5636334,188.334317,3.722886769
214.6218244,190.1889302,206.7506949,187.3932952,3.742648852
215.3271799,188.4469565,208.1293211,186.3473861,3.751101265
215.8519643,187.3184031,209.3141857,185.8156223,3.754797769
215.9259205,187.0792424,209.8447318,185.9961752,3.756478173
215.1778202,187.3364929,209.3121499,186.5298811,3.752242058
214.0803726,187.9122377,208.2517453,187.3158521,3.746237835
213.1727941,188.4319691,207.3565002,188.0769688,3.740120968
212.7968136,188.4939253,207.1196268,188.4738387,3.733256755
212.653239,187.5927875,207.3223441,188.0098992,3.719238073
213.1223709,186.3665898,208.2673472,187.2006899,3.70904999
213.9487904,185.2349913,209.574436,186.3217985,3.706120207
214.7094896,184.4326405,210.7028432,185.4857028,3.709383968
215.0553024,183.9025152,211.2596786,184.5846323,3.713628835
215.3941903,183.8192687,211.7011604,183.7927657,3.720674006
215.8664005,183.873174,212.3380053,182.9017481,3.725738142
216.2693503,183.5637766,213.1745626,181.5749556,3.721542114
216.5263032,182.886639,214.2584039,179.9600603,3.709507218
216.6119832,182.2785028,215.5480307,178.5925468,3.697256571
216.2758418,182.0957955,216.6277411,177.8657102,3.688851824
215.105418,182.2846338,216.8299324,177.7133427,3.680138969
213.6328486,183.1480302,216.3924708,178.3479786,3.674977109
212.399672,184.538569,215.7080211,179.5521203,3.671856359
211.7249412,185.9957333,215.1663648,180.8599211,3.666649462
211.2963521,186.7682115,214.7424194,181.6041919,3.651892605
211.2973442,187.0617098,214.9335572,182.0219086,3.63742554
211.3113237,186.9119467,215.593802,182.161705,3.627669761
210.8277706,186.3290046,216.2709853,181.9616425,3.622947793
209.6598659,185.3640814,216.5655853,181.3147352,3.620801211
208.4130239,184.4391432,216.6776654,180.4438333,3.623481606
207.4702562,183.6322896,216.6331741,179.3648408,3.626562678
206.756896,182.7609854,216.2049514,178.0353,3.622238082
206.2852578,182.0345168,215.4799365,176.9355173,3.612371352
205.9710749,181.780163,214.5919611,176.6576907,3.603384918
205.586311,182.0568959,213.5013563,177.3681644,3.598455975
204.8265342,182.414968,211.9129572,178.4729518,3.591718548
204.4860137,182.9195352,210.4027636,179.6218332,3.586293053
205.1833464,183.3803144,209.3329485,180.1601469,3.57870913
207.0616419,183.616148,208.7798169,179.6357545,3.563724328
209.4267631,183.4690254,208.3256753,177.9777936,3.535648763
211.8281224,183.6532775,208.0543019,176.2666064,3.506480477
213.3589587,184.5231328,207.6473188,175.3347263,3.48448193
213.3753688,185.9951194,206.7876376,175.4200313,3.473701466
212.1179412,187.717168,205.5904723,176.1722677,3.476019564
210.8171786,189.4204608,204.76851,177.0390416,3.494058624
210.458215,190.5975147,204.7133368,177.1878194,3.520632452
211.1408527,190.7640158,205.201974,176.0485486,3.541592525
212.6022703,190.265744,206.0930741,174.229371,3.553114468
214.0126735,189.7178341,207.0426834,172.858436,3.555836434
214.4107466,189.5054835,207.6162611,172.8186721,3.55146442
213.1010816,189.3118439,207.3292638,173.9741206,3.537162933
211.1117773,189.1930089,206.8938835,176.0509606,3.524591959
209.6475985,188.8037085,206.8242323,177.9630617,3.51784547
209.5659377,187.9317795,207.2657207,178.6467622,3.516231374
210.7536664,186.7060124,207.7544794,177.6354826,3.514678861
212.846559,186.1852335,208.1036847,175.8723329,3.518547515
214.6502224,187.0429691,207.7333998,174.4403152,3.526744784
215.0215863,189.1978623,206.2213479,173.9982921,3.534305983
213.8797336,191.989967,203.9585575,174.6288945,3.539942667
212.3152062,194.5119696,202.0706925,175.8735337,3.547339187
211.4802836,195.7071756,201.4007454,176.7211473,3.555519928
211.7675884,194.8950066,201.9445952,176.2008494,3.55769915
213.2503325,192.8185294,203.5237221,174.5936062,3.557007636
215.1381331,190.7981519,205.3367514,172.8417549,3.555674662
216.2869086,189.9871184,206.4029526,171.9749695,3.553774055
215.6366953,190.4621508,205.8405428,172.2338638,3.544560223
213.944618,192.1448183,204.4491889,173.8010589,3.537381498
212.2617215,193.9124265,203.1811715,175.766505,3.534521743
211.5845615,194.5243333,202.8977276,176.8978368,3.535605126
212.2469544,193.3528419,203.8828135,176.3613154,3.53847221
214.2182134,191.2010749,206.153457,174.6441108,3.549165977
216.4106867,189.2118561,208.6905123,172.726085,3.566467016
217.3607483,188.2753056,210.0228497,171.6554648,3.583529721
216.4358419,188.8858955,209.390069,172.3699655,3.597865212
214.0969817,190.8261271,207.0555184,175.1504784,3.610467608
211.3199822,193.0340304,203.900956,179.1871624,3.619310927
208.9525841,194.0692453,200.9348922,182.8135817,3.617764436
208.1469206,193.5851187,199.6875901,184.9382542,3.611708924
209.1879224,191.8717433,200.8633178,184.9016805,3.605543556
211.4942514,189.6948848,204.0919022,182.7743703,3.601673766
213.7385905,187.6717248,207.8871657,179.1302379,3.5964079
215.4663977,186.8425086,211.2412794,175.6336068,3.598303544
216.2032086,187.312986,213.0288883,173.4925935,3.606954966
215.820673,188.4962075,212.7019059,173.199147,3.616715063
214.6352933,189.5636853,210.6182965,174.4942661,3.620990388
213.6137926,190.1877231,208.2146483,176.8555986,3.621478631
213.2914163,190.0601227,206.7081041,179.2075906,3.616870065
213.6013914,188.9905533,206.5605824,180.4042059,3.604161175
214.4977391,187.4165957,207.8284591,180.1477282,3.589470632
215.7816183,185.9992762,209.9675595,178.8767172,3.581424832
216.9943525,185.1908524,211.9235293,177.3176079,3.583093556
217.4441328,184.9539258,212.4811872,175.965264,3.587219185
217.4390329,185.6730274,211.7213555,175.6440013,3.595415249
217.2569861,187.2355758,210.0966122,176.454716,3.603754422
217.0834063,189.1473911,208.260861,177.8891073,3.607398119
216.7320491,190.5566824,206.5711178,178.9886292,3.600945025
216.5692325,191.324637,205.7220136,179.4856113,3.5949913
216.4155002,191.2168377,205.5901051,179.1204721,3.594619976
215.8776971,190.1746751,205.591146,177.8648854,3.598952108
214.8195698,188.5725154,205.2727284,176.083901,3.604391765
213.6929745,187.2674452,204.7856285,174.5454888,3.609882338
212.7653973,186.7200833,204.2733001,173.6498318,3.608443013
211.9341228,186.7709674,203.7049367,173.2845436,3.590528027
211.4317303,187.3254709,203.4352672,173.4615981,3.559959168
211.3728739,188.1038626,203.6330164,174.0390165,3.525918165
211.6559903,188.7131313,204.1039211,174.6932078,3.496455336
211.8403425,188.6394981,204.2011405,174.8542651,3.470837014
212.4227641,188.4193923,204.1457039,174.802229,3.457992726
213.5312358,188.4117261,203.9851407,174.6927276,3.457070496
214.945988,188.7370264,203.7435542,174.6448467,3.462840612
216.0195979,189.1085673,203.3138814,174.6225522,3.468064857
216.6466225,189.6092504,203.1324564,174.9977996,3.478394014
216.4901722,189.9697179,203.1463142,175.6666245,3.494031946
215.3785429,189.9132535,202.9854765,176.1844353,3.509823482
213.8055866,189.6533929,202.4831397,176.251978,3.521573703
212.7989423,189.8453541,201.8629752,175.9349268,3.528624831
212.9192588,190.7675135,201.2660233,175.3083992,3.527393064
213.8017884,191.9702734,200.656062,174.3931083,3.513133697
215.0004775,193.039245,200.5690639,173.8097276,3.496093984
215.6611541,193.2723104,201.3542498,174.0292286,3.488217165
214.9809643,192.0475149,202.972865,175.1181151,3.497026057
212.3961586,188.9731767,204.6879985,176.445444,3.516516157
209.1004275,185.1790738,206.4360213,177.8632703,3.548721114
206.3455431,181.854581,207.6856211,178.8340134,3.58336565
205.1299983,179.9758096,207.9296286,178.9069282,3.607801805
205.7255217,179.8840329,206.9185816,177.9442786,3.613270683
208.1083597,181.6390479,205.260759,176.6215944,3.607383619
211.2829367,184.3792927,203.4484965,175.4743075,3.597071922
213.8890286,186.8440448,201.7350043,174.7087769,3.585853966
215.2995781,188.3296159,200.4939478,174.4655968,3.579337529
215.7631188,188.8712173,200.0191388,174.7148034,3.582110675
215.8017442,188.8258027,200.1345442,175.0686534,3.591768564
215.6909725,188.4653708,200.2118113,174.9232622,3.599597156
216.0936841,188.5541342,200.2621648,174.4440411,3.609365278
217.0769024,189.3814878,200.2540307,173.89206,3.62349348
218.2558659,190.7336141,200.1625403,173.4907323,3.641497835
218.8889645,191.8751227,199.7589104,173.0949643,3.655112065
219.2788262,192.8085638,199.586355,173.0411352,3.666711018
219.5500036,193.3654854,199.7134619,173.1918503,3.670852785
219.7339697,193.4860862,199.9216908,173.2812806,3.661378617
219.7845518,193.3246817,199.9387543,173.2010014,3.637445476
219.9583256,193.4691674,199.9312878,173.3498032,3.610873255
220.1159393,194.0645666,199.8783637,173.8409839,3.59057307
219.919626,194.7462558,199.6429366,174.3620631,3.579030513
219.5985548,195.2955778,199.5410145,174.7011383,3.57992862
219.5978527,195.5882313,199.9184228,174.6880869,3.592620724
220.0577117,195.5363857,200.7059482,174.2075365,3.608924195
220.4623756,195.0312551,201.2127179,173.2375659,3.61412402
220.7782315,194.805633,201.3085457,172.6957086,3.609207567
220.6832967,195.2566137,200.7378657,173.2756338,3.596536633
219.9798414,196.2356985,199.46587,175.0968231,3.580687518
218.6664589,196.883977,197.6587014,177.38659,3.563945222
217.7952939,196.7534069,196.4102462,179.4418157,3.55895124
217.950795,195.2956554,196.2905376,180.2090347,3.567578483
219.0209749,192.462848,197.1561393,179.0315826,3.583275998
220.3632393,189.0770828,198.3526443,176.2444187,3.597797267
221.3164153,186.6609379,199.2277898,173.2325387,3.60827679
221.0733658,186.1343563,199.0180148,171.289236,3.609106933
219.1770268,187.1925828,197.3052034,170.8974734,3.593600046
216.4854506,188.9096379,194.8970014,171.9753586,3.567340289
214.3763158,189.8647921,193.0687422,173.6224951,3.53938076
213.8739863,188.8878119,192.7560841,174.5361056,3.516535015
214.7972543,185.6343943,193.7678477,173.520607,3.496858869
216.7974031,181.7718218,195.7764445,170.9553405,3.488235718
218.5665125,179.3286078,197.5351178,167.7343628,3.488275734
218.7493631,179.7623518,197.7503426,164.9260873,3.488805471
216.6175034,183.0386139,195.7186382,163.1521174,3.478306299
213.1572653,188.1365004,192.3372484,162.8811133,3.458520142
209.711379,192.8197833,188.8294419,163.6437112,3.429236349
207.400688,194.8926472,186.214644,164.5349713,3.390775772
206.8911796,193.5843578,185.1062945,165.0394445,3.350089186
208.2020501,189.9256184,185.5566139,165.3478432,3.319776868
210.3627246,185.730952,186.7531158,165.8066019,3.305682259
211.9041281,182.5232664,187.477387,166.5269115,3.30371509
212.3576579,181.4242082,187.4711043,167.81459,3.314993521
211.8546488,182.262321,187.0246352,169.5364407,3.336361425
210.8944324,183.8762089,186.7041611,171.1980756,3.36142525
209.6657116,184.6341544,186.6725375,171.9975774,3.377986442
209.0301202,184.322281,187.5986757,172.1816001,3.392346126
209.00131,183.157243,189.2759813,171.968445,3.405676694
209.1557921,181.7624758,191.0579683,171.6198489,3.417363117
208.9802913,180.711323,192.2483316,171.2746798,3.424772845
208.737778,180.6429782,192.9744916,171.3068025,3.433493528
208.538726,181.3704414,193.357636,171.5973997,3.442137797
208.285356,182.1845774,193.443032,171.7320785,3.44475538
208.0812718,182.7203746,193.5096905,171.6201918,3.441493542
208.0770879,183.0824338,193.8471348,171.4876267,3.437426733
208.1157128,183.3955616,194.3632591,171.4476871,3.434351956
207.757142,183.4843396,194.5771362,171.2811037,3.427576432
207.4300231,183.617478,194.7019137,171.2031255,3.422337368
207.5217188,183.7482885,194.8835449,171.2278601,3.420130471
208.2080202,183.6827728,195.124802,171.2885224,3.419711072
209.0935532,183.0814696,195.0168871,171.166899,3.414729945
210.3779358,182.5758005,194.8378862,171.4632287,3.41364706
211.7319495,182.4655223,194.5015109,172.3976981,3.4179473
212.7573121,182.688611,193.9148313,173.8222784,3.424910829
213.3393695,182.8746597,193.2288468,175.2954564,3.430737994
214.0613113,182.8899776,193.1726134,176.5590487,3.439345539
215.1672214,182.4358388,194.0722058,177.138642,3.450675171
216.3635342,181.3564324,195.657605,176.6224716,3.462361228
217.4420515,180.291603,197.6429613,175.3302285,3.480543142
218.1842885,180.1412841,199.6649653,173.9633451,3.512647797
218.3506469,181.2881996,201.2896141,173.0442871,3.558219682
217.7197808,183.0923785,202.0740473,172.496614,3.603641949
217.1968807,184.9606684,202.6292224,172.4877511,3.642843537
217.4374996,185.9654949,203.4150606,172.8037167,3.665291096
218.5129524,185.5546184,204.477388,173.2079601,3.663440584
219.5901099,183.8236524,205.1731029,173.5368829,3.634729995
220.1356211,182.2692598,205.2595619,174.4488256,3.59814244
219.349719,182.0716198,204.3116511,176.1905624,3.56998842
216.9375072,183.4882467,202.3239012,178.3875092,3.55955111
213.6648253,185.7675384,200.1069463,180.2061766,3.56881069
211.2993097,187.7339468,199.1715463,180.8978291,3.596789807
211.1448024,188.0426122,200.394231,179.8080539,3.632174185
213.2253141,186.0574887,203.3510002,176.8478202,3.658847118
216.796463,182.9125469,206.9244694,173.2267088,3.673885155
220.3085657,180.6527253,209.4484402,170.6316295,3.681357361
222.1148751,180.9870264,209.4667632,170.2705671,3.685778309
221.1394084,184.0362918,206.35142,171.9932705,3.683529154
218.4731003,189.0739405,201.6585214,175.1740275,3.680756
215.7841172,194.0244803,197.489707,178.2245087,3.674502144
214.5616437,196.7756268,195.6017418,179.6167976,3.659124851
215.1967037,196.2594484,196.4351714,178.6370047,3.629856174
217.4737073,193.60244,199.5608401,176.3048059,3.598121426
219.9546474,190.7088648,203.2148054,174.0837138,3.572723579
220.9868865,189.2670513,205.4026546,173.1439416,3.557668937
219.9567708,190.1108073,205.2301504,173.9812364,3.555473526
217.6669573,192.9467618,203.3484114,176.2745678,3.567617998
215.3837416,196.2903531,201.063824,178.7888405,3.587112563
213.9799394,198.3193943,199.4402617,180.0402398,3.60106178
214.1427168,198.5411069,199.3884578,179.686355,3.609333046
215.5585573,197.5043654,200.7831313,178.2192448,3.61550234
217.201045,196.3142298,202.6639672,176.5918364,3.623838652
217.7081196,195.615847,203.605212,175.3807447,3.63138205
217.2435695,196.1853019,203.5394135,175.4187239,3.647686342
216.2522427,197.5961548,202.7177774,176.4890716,3.671529234
215.3947218,198.8380149,201.7320296,177.7778381,3.696486078
215.1006541,198.9864587,201.1053924,178.3892288,3.714477782
215.8268379,198.2167697,201.4538506,178.3186934,3.728748032
217.1100688,197.0519888,202.5019256,177.8115806,3.739568559
217.956175,196.0839662,203.3405904,177.2529577,3.744712845
217.8461744,195.9710781,203.3411894,177.2811406,3.747330297
216.9447179,197.0222798,202.4348038,178.377507,3.752902723
215.6832728,198.7711437,200.8728981,180.2977724,3.760849152
214.3928201,200.1150599,198.9944369,182.0440276,3.762421561
213.9941312,200.5993609,197.8740795,183.0430658,3.759839864
214.8686333,200.0110952,198.1467503,182.8602399,3.753631083
216.7649732,198.4932339,199.7457716,181.483187,3.743748257
218.7110138,196.2632406,201.7051575,179.1827909,3.726124901
220.4437942,194.4044661,203.5207281,177.2692817,3.711923465
221.4160227,193.4990509,204.3937954,176.5926449,3.704261771
221.2341239,193.6259367,203.844012,177.3261102,3.700465233
219.9226542,194.4814563,202.0586993,178.9798148,3.695169639
218.2912484,195.8831739,200.141428,180.9999838,3.689593732
216.9387416,197.2655512,198.9471979,182.54212,3.680216706
216.0385792,197.9351904,198.6594378,182.9581224,3.66148505
215.8617341,197.8182161,199.218791,182.5546625,3.638238824
216.4430742,197.2616183,200.1862357,182.1816331,3.619655335
217.355759,196.6463709,200.8669671,182.4706511,3.611024007
217.7204945,196.0400102,200.6002481,183.2067034,3.608026173
217.5282461,196.0319739,199.98167,184.1538477,3.614588245
216.7307207,196.7481143,199.744304,184.5122329,3.626774211
215.3354021,197.9756106,200.3869591,183.5779264,3.637253633
213.2354091,199.1699844,201.6597805,181.143015,3.636670823
211.1372534,200.4189136,203.3720053,178.429724,3.631960752
209.3580591,201.4734382,204.6312161,176.7171256,3.626837024
207.9956124,201.9062214,204.5462331,176.8055948,3.622460094
207.2243043,201.4206901,202.9557078,178.7530789,3.620265731
207.499348,200.1515372,200.7259055,182.0503102,3.625188943
208.7778923,198.1558829,198.7708553,185.4918263,3.634436101
